1.000	37
2.000	23
3.000	20
4.000	26
5.000	15
6.000	4
7.000	0
8.000	39
9.000	16
10.000	18
11.000	24
12.000	13
13.000	1
14.000	0
15.000	0
16.000	32
17.000	25
18.000	26
19.000	21
20.000	19
21.000	5
22.000	0
23.000	0
24.000	0
25.000	0
26.000	0
27.000	0
28.000	0
29.000	0
30.000	0
31.000	0
32.000	37
33.000	27
34.000	26
35.000	21
36.000	34
37.000	4
38.000	0
39.000	0
40.000	0
41.000	0
42.000	0
43.000	0
44.000	0
45.000	0
46.000	0
47.000	0
48.000	0
49.000	0
50.000	0
51.000	0
52.000	0
53.000	0
54.000	0
55.000	0
56.000	0
57.000	0
58.000	0
59.000	0
60.000	0
61.000	0
62.000	0
63.000	0
64.000	30
65.000	21
66.000	12
67.000	19
68.000	19
69.000	3
70.000	1
71.000	1
72.000	0
73.000	2
74.000	0
75.000	0
76.000	0
77.000	0
78.000	0
79.000	0
80.000	0
81.000	0
82.000	0
83.000	0
84.000	0
85.000	0
86.000	0
87.000	0
88.000	0
89.000	0
90.000	0
91.000	0
92.000	0
93.000	0
94.000	0
95.000	0
96.000	0
97.000	0
98.000	0
99.000	0
100.000	0
